Date,Meal,Entry,Food,Food Score,calories (kcal),carbs (g),fat (g),protein (g),sodium (mg),sugar (g)
4/7/2018,Lunch,"Goya - Cannellini Beans, 0.25 cup (122 g)",Cannellini Beans,Healthy,40,9,0,3,195,0
4/7/2018,Lunch,"Barber Foods - Chicken Parmesan, 2 piece",Orange Chicken,Unhealthy,500,26,28,40,980,4
4/7/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/7/2018,Lunch,"Cheese - Mozzerella, 1 oz",Mozzerella Cheese,Unhealthy,70,0,6,6,177,0
4/7/2018,Dinner,"Barber Foods - Chicken Parmesan, 1 piece",Orange Chicken,Unhealthy,250,13,14,20,490,2
4/7/2018,Dinner,"Cheese - Mozzerella, 1 oz",Mozzerella Cheese,Unhealthy,70,0,6,6,177,0
4/7/2018,Dinner,"Outtakes - Pasta Salad, 1 cup",Salad,Healthy,239,40,6,7,679,5
4/7/2018,Snacks,"Spaghetti Warehouse - Spaghetti With Tomato Sauce, 1.5 dinner size",Pasta,Unhealthy,255,117,5,23,458,0
4/7/2018,Dessert,"Milkshake - Milkshake, 1 blender full",Milkshake,Unhealthy,490,15,12,14,180,2
4/8/2018,Breakfast,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/8/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
4/8/2018,Breakfast,"Generic - Salmon Locks, 1 oz",Fish,Healthy,55,0,3,12,280,0
4/8/2018,Lunch,"Barber Foods - Chicken Parmesan, 2 piece",Orange Chicken,Unhealthy,500,26,28,40,980,4
4/8/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/8/2018,Lunch,"Cheese - Mozzerella, 1 oz",Mozzerella Cheese,Unhealthy,70,0,6,6,177,0
4/8/2018,Lunch,"Pasta - Angel Hair Pasta, 2 oz",Pasta,Unhealthy,200,42,1,7,0,2
4/8/2018,Dinner,"Silken tofu - Tofu, 1.25 cups",Tofu,Healthy,225,10,10,30,0,0
4/8/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/8/2018,Dinner,"Onions, raw, 0.33 cup, chopped",Onions,Healthy,21,5,0,1,2,2
4/8/2018,Drinks,"Wine - Table, red, 3 glass (3.5 fl oz)",Red Wine,Unhealthy,222,5,0,1,15,0
4/8/2018,Dessert,"Soft Serve Ice Cream - Vanilla Ice Cream, 1.5 cup",Ice Cream,Unhealthy,576,58,34,11,162,55
4/9/2018,Breakfast,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/9/2018,Breakfast,"Innofoods - Coconut Clusters, 30 g",Coconut Clusters,Neutral,160,11,13,3,60,7
4/9/2018,Lunch,"Barber Foods - Chicken Parmesan, 2 piece",Orange Chicken,Unhealthy,500,26,28,40,980,4
4/9/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/9/2018,Lunch,"Cheese - Mozzerella, 1 oz",Mozzerella Cheese,Unhealthy,70,0,6,6,177,0
4/9/2018,Dinner,"Outtakes - Pasta Salad, 1 cup",Salad,Healthy,239,40,6,7,679,5
4/9/2018,Dinner,"Tofu Steak - Bbq Grilled, 3 oz",Tofu,Healthy,130,3,7,14,15,0
4/9/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/9/2018,Dinner,"chickpeas - Chickpeas, 1 tablespoon",Chickpeas,Healthy,46,8,1,2,3,1
4/9/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/9/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/9/2018,Snacks,"Crackers - Crackers, 12 crackers",Crackers,Neutral,195,11,8,6,300,3
4/9/2018,Snacks,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/10/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/10/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
4/10/2018,Breakfast,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/10/2018,Breakfast,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/10/2018,Lunch,"Barber Foods - Chicken Parmesan, 1.66 piece",Orange Chicken,Unhealthy,415,22,23,33,813,3
4/10/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/10/2018,Lunch,"Pasta - Angel Hair Pasta, 2 oz",Pasta,Unhealthy,200,42,1,7,0,2
4/10/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/10/2018,Dinner,"Tofu Steak - Bbq Grilled, 6 oz",Tofu,Healthy,260,6,14,28,30,0
4/10/2018,Dinner,"Outtakes - Pasta Salad, 0.38 cup",Salad,Healthy,90,15,2,3,255,2
4/10/2018,Snacks,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/10/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/10/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/10/2018,Snacks,"OreIda - Sweet Potato Fries, 4.2 Oz",French Fries,Unhealthy,224,29,11,1,224,8
4/10/2018,Snacks,"Ketchup - Heinz, 30 milliliter",Ketchup,Unhealthy,40,10,0,1,320,8
4/11/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/11/2018,Lunch,"Barber Foods - Chicken Parmesan, 2.3 piece",Orange Chicken,Unhealthy,575,30,32,46,"1,127",5
4/11/2018,Lunch,"Pasta - Angel Hair Pasta, 1 oz",Pasta,Unhealthy,100,21,1,4,0,1
4/11/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/11/2018,Lunch,"Cheese - Mozzerella, 1 oz",Mozzerella Cheese,Unhealthy,70,0,6,6,177,0
4/11/2018,Dinner,"Chipotle (Chicken & Steak) - Burrito, 1 burrito",Burrito,Unhealthy,"1,270",131,48,82,"2,590",9
4/11/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/11/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/12/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/12/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
4/12/2018,Lunch,"Mrs.t's - Perogies, 14 pieces",Perogies,Unhealthy,770,147,11,25,"1,820",4
4/12/2018,Lunch,"Homemade - Quick Tomato Sauce, 1 cup",Tomato Sauce,Neutral,120,12,5,4,88,8
4/12/2018,Dinner,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 3 Cup",Cauliflower Bites,Healthy,141,15,6,4,0,0
4/12/2018,Dinner,"Pasta - Angel Hair Pasta, 1 oz",Pasta,Unhealthy,100,21,1,4,0,1
4/12/2018,Dinner,"Priano - Pesto, 2 Tbsp",Pesto,Unhealthy,150,2,14,2,360,0
4/12/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.5 cup",Nuts,Healthy,380,14,32,10,0,4
4/12/2018,Dessert,"Innofoods - Coconut Clusters, 60 g",Coconut Clusters,Neutral,320,22,26,6,120,14
4/13/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/13/2018,Lunch,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/13/2018,Lunch,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/13/2018,Lunch,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/13/2018,Lunch,"Tofu Steak - Bbq Grilled, 3 oz",Tofu,Healthy,130,3,7,14,15,0
4/13/2018,Lunch,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
4/13/2018,Dinner,"Generic - Injira, 2 piece",Injira,Neutral,332,64,4,10,56,0
4/13/2018,Dinner,"Moya - Doro Tibs, 2.5 cup",Tibs,Neutral,760,18,40,83,0,0
4/13/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/13/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/13/2018,Snacks,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/13/2018,Snacks,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 2.5 Cup",Cauliflower Bites,Healthy,118,13,5,4,0,0
4/14/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/14/2018,Breakfast,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/14/2018,Breakfast,"Tillamook - Cheddar Cheese - Medium, 1 oz (28g)",Cheddar Cheese,Unhealthy,110,0,9,7,170,0
4/14/2018,Breakfast,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 1 Cup",Cauliflower Bites,Healthy,47,5,2,1,0,0
4/14/2018,Breakfast,"Ketchup - Heinz, 60 milliliter",Ketchup,Unhealthy,80,20,0,1,640,16
4/14/2018,Lunch,"Chipolte - Tortilla only, 1 Tortilla",Tortilla,Unhealthy,290,44,9,7,670,0
4/14/2018,Lunch,"Chipotle - Fajita Vegetables, 2.5 oz",Veggies,Healthy,20,4,1,1,170,2
4/14/2018,Lunch,"Chipotle - Chicken, 4 oz",Chicken,Neutral,180,0,7,32,310,0
4/14/2018,Lunch,"Chipotle - Fresh Tomato Salsa, 3.5 oz",Salsa,Neutral,20,4,0,1,500,3
4/14/2018,Lunch,"Chipotle - Tomatillo-Red Chili Salsa, 2 fl oz",Salsa,Neutral,25,4,1,1,500,1
4/14/2018,Lunch,"Chipotle - Cheese, 1 oz",Cheddar Cheese,Unhealthy,100,1,8,6,190,0
4/14/2018,Lunch,"Chipotle - Guacamole, 1.75 oz",Guacamole,Healthy,100,4,10,1,165,1
4/14/2018,Lunch,"Chipotle - Romaine Lettuce (tacos), 1 oz",Lettuce,Healthy,5,1,0,0,0,0
4/14/2018,Lunch,"Chipotle - Black Beans, 2 oz",Black Beans,Healthy,60,11,1,4,130,1
4/14/2018,Lunch,"Chipotle - Cilantro-Lime White Rice, 2 oz",White Rice,Neutral,93,17,2,2,188,0
4/14/2018,Dinner,"Chipotle - Tomatillo-Red Chili Salsa, 2 fl oz",Salsa,Neutral,25,4,1,1,500,1
4/14/2018,Dinner,"Chipotle - Fresh Tomato Salsa, 3.5 oz",Salsa,Neutral,20,4,0,1,500,3
4/14/2018,Dinner,"Chipolte - Tortilla only, 0.8 Tortilla",Tortilla,Unhealthy,232,35,7,6,536,0
4/14/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/14/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/14/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/14/2018,Dessert,"Halo Ice Cream - Vanilla Bean, 85.76 gram",Ice Cream,Unhealthy,80,15,2,8,147,5
4/15/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/15/2018,Breakfast,"Smoked Cheese - Smoked Cheddar Cheese, 3 oz or 28grams",Cheddar Cheese,Unhealthy,180,0,15,12,300,0
4/15/2018,Lunch,"Tofu Steak - Bbq Grilled, 3 oz",Tofu,Healthy,130,3,7,14,15,0
4/15/2018,Lunch,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
4/15/2018,Lunch,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 1.5 Cup",Cauliflower Bites,Healthy,71,8,3,2,0,0
4/15/2018,Lunch,"Ketchup - Heinz, 30 milliliter",Ketchup,Unhealthy,40,10,0,1,320,8
4/15/2018,Dinner,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
4/15/2018,Dinner,"Pringles - Sour Cream & Onion (1.41oz), 0.5 can",Potato Chips,Unhealthy,105,12,6,1,115,1
4/15/2018,Snacks,"Trader Joe's - Organic Oats & Flax Instant Oatmeal, 0.66 packet",Oatmeal,Healthy,99,19,1,3,86,7
4/15/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
4/15/2018,Dessert,"Innofoods - Coconut Clusters, 60 g",Coconut Clusters,Neutral,320,22,26,6,120,14
4/16/2018,Breakfast,"Trader Joe's - Organic Oats & Flax Instant Oatmeal, 1 packet",Oatmeal,Healthy,150,29,2,4,130,11
4/16/2018,Lunch,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
4/16/2018,Lunch,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
4/16/2018,Lunch,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/16/2018,Lunch,"365 - Pita Chips Sea Salt, 28 gram",Pita Chips,Neutral,109,18,3,3,217,1
4/16/2018,Dinner,"Morrison - Brown Rice, 0.5 cup",Brown Rice,Healthy,124,26,1,3,39,1
4/16/2018,Dinner,"Silken tofu - Tofu, 0.75 cups",Tofu,Healthy,135,6,6,18,0,0
4/16/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/16/2018,Dinner,"Cauliflower Rice - Cauliflower Rice (Plain), 1 cup",Cauliflower Rice,Healthy,25,5,0,2,32,2
4/16/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/16/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/16/2018,Snacks,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/16/2018,Snacks,"Wonderful - Pastachios, 0.5 cup",Nuts,Healthy,150,8,13,6,135,2
4/16/2018,Snacks,"365 - Pita Chips Sea Salt, 70 gram",Pita Chips,Neutral,272,44,7,7,543,2
4/16/2018,Drinks,"Bacardi - Rum, 60 ml",Rum,Unhealthy,144,0,0,0,0,0
4/17/2018,Breakfast,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/17/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/17/2018,Breakfast,"Milk - Whole, 3.25% milkfat, 1.25 cup",Whole Milk,Neutral,183,14,10,10,122,16
4/17/2018,Breakfast,"Morrison - Brown Rice, 0.5 cup",Brown Rice,Healthy,124,26,1,3,39,1
4/17/2018,Breakfast,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
4/17/2018,Lunch,"Morrison - Brown Rice, 1 cup",Brown Rice,Healthy,248,52,2,5,78,1
4/17/2018,Lunch,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/17/2018,Lunch,"Tofu - Tofu, 6 oz",Tofu,Healthy,120,2,14,20,0,0
4/17/2018,Dinner,"Cici's Pizza - Ham Pizza, 9 slice",Pizza,Unhealthy,"1,296",180,29,45,"2,187",0
4/17/2018,Snacks,"Cashews - Cashews, 0.5 cup",Nuts,Healthy,340,14,28,12,0,0
4/17/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
4/17/2018,Snacks,"365 - Pita Chips Sea Salt, 70 gram",Pita Chips,Neutral,272,44,7,7,543,2
4/18/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/18/2018,Lunch,"organic - grass fed beef, 0.5 lb(s)",Beef,Neutral,290,0,10,50,180,0
4/18/2018,Lunch,"Onions, raw, 0.33 cup, chopped",Onions,Healthy,21,5,0,1,2,2
4/18/2018,Lunch,"Sun Rice - Brown and Red rice, 140 grams",Brown Rice,Healthy,498,101,4,11,0,0
4/18/2018,Dinner,"Golden potatoes - Golden, 296 g/5.3oz",Potatoes,Neutral,220,52,0,6,0,2
4/18/2018,Dinner,"Oil - Olive, 1 tablespoon",Oil,Unhealthy,119,0,14,0,0,0
4/18/2018,Dinner,"Asparagus - Raw, 2 cup",Asparagus,Healthy,54,10,0,6,5,5
4/18/2018,Dinner,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 1.5 Cup",Cauliflower Bites,Healthy,71,8,3,2,0,0
4/18/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/18/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/18/2018,Snacks,"Cashews - Cashews, 0.33 cup",Nuts,Healthy,221,9,18,8,0,0
4/18/2018,Snacks,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/19/2018,Breakfast,"Pizza - Meat, 2 slice",Pizza,Unhealthy,372,8,26,29,"1,174",6
4/19/2018,Lunch,"Pizza - Meat, 2 slice",Pizza,Unhealthy,372,8,26,29,"1,174",6
4/19/2018,Lunch,"Golden potatoes - Golden, 148 g/5.3oz",Potatoes,Neutral,110,26,0,3,0,1
4/19/2018,Lunch,"Asparagus - Raw, 1 cup",Asparagus,Healthy,27,5,0,3,3,3
4/19/2018,Dinner,"organic - grass fed beef, 0.5 lb(s)",Beef,Neutral,290,0,10,50,180,0
4/19/2018,Dinner,"Pasta - Angel Hair Pasta, 2 oz",Pasta,Unhealthy,200,42,1,7,0,2
4/19/2018,Dinner,"Broccoli, raw, 0.53 cup chopped",Broccoli,Healthy,16,3,0,1,16,1
4/19/2018,Dinner,"Onions, raw, 0.33 cup, chopped",Onions,Healthy,21,5,0,1,2,2
4/19/2018,Dinner,"Cashews - Cashews, 0.25 cup",Nuts,Healthy,170,7,14,6,0,0
4/19/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 2 bar",Granola Bar,Neutral,200,36,5,4,30,16
4/19/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/19/2018,Snacks,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/19/2018,Snacks,"Cashews - Cashews, 0.5 cup",Nuts,Healthy,340,14,28,12,0,0
4/20/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/20/2018,Lunch,"Golden potatoes - Golden, 148 g/5.3oz",Potatoes,Neutral,110,26,0,3,0,1
4/20/2018,Lunch,"Asparagus - Raw, 1 cup",Asparagus,Healthy,27,5,0,3,3,3
4/20/2018,Lunch,"Ohiohealth - Healthy Buffalo Cauliflower Bites, 1.5 Cup",Cauliflower Bites,Healthy,71,8,3,2,0,0
4/20/2018,Dinner,"Hormel - Sausages, 0.99 links",Sausage,Unhealthy,66,0,6,3,191,0
4/20/2018,Dinner,"Celentano - Ravioli, 6 ravioli",Ravioli,Unhealthy,345,54,9,14,375,3
4/20/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/20/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/20/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 2 bar",Granola Bar,Neutral,200,36,5,4,30,16
4/20/2018,Snacks,"Cashews - Cashews, 0.5 cup",Nuts,Healthy,340,14,28,12,0,0
4/21/2018,Breakfast,"Thomas' - Everything Bagel, 1 bagel",Bagel,Unhealthy,280,51,4,11,410,7
4/21/2018,Breakfast,"Philidephia - Veggie Cream Cheese, 2 Tbsp",Cream Cheese,Unhealthy,90,2,8,2,160,1
4/21/2018,Lunch,"Subway - Sweet Onion Chicken, 1 sand",Chicken Sandwich,Neutral,370,57,5,25,770,16
4/21/2018,Lunch,"Cheese, provolone, 1 oz",Provolone Cheese,Unhealthy,100,1,8,7,248,0
4/21/2018,Lunch,"olives - Olives, 10 pieces",Olives,Neutral,50,2,5,0,660,0
4/21/2018,Lunch,"Subway - Condiment - Sweet Onion Sauce, 21 g",Sweet Onion Sauce,Unhealthy,40,9,0,0,85,8
4/21/2018,Dinner,"Tilapia Fillets - Tilapia, 2 Fillet",Fish,Healthy,200,0,5,40,150,0
4/21/2018,Dinner,"Hannah - Taboule, 1 cup",Salad,Healthy,240,26,14,6,980,6
4/21/2018,Dinner,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/21/2018,Snacks,"Kind - Dark Chocolate Chunk Bar, 3 bar",Granola Bar,Neutral,450,75,14,9,195,27
4/21/2018,Dessert,"Outtakes - Pineapple, 7 ounce",Pineapple,Healthy,99,26,0,1,2,20
4/22/2018,Breakfast,"Thomas' - Everything Bagel, 1 bagel",Bagel,Unhealthy,280,51,4,11,410,7
4/22/2018,Breakfast,"Philidephia - Veggie Cream Cheese, 2 Tbsp",Cream Cheese,Unhealthy,90,2,8,2,160,1
4/22/2018,Lunch,"Zupas - California Turkey Sandwich, 1 sandwich",Turkey Sandwich,Neutral,580,51,31,24,"1,400",4
4/22/2018,Lunch,"Wendy's - Garden Salad Side, 1 Side",Salad,Healthy,25,5,0,1,30,3
4/22/2018,Dinner,"Tilapia Fillets - Tilapia, 2 Fillet",Fish,Healthy,200,0,5,40,150,0
4/22/2018,Dinner,"Hannah - Taboule, 1 cup",Salad,Healthy,240,26,14,6,980,6
4/22/2018,Dinner,"Outtakes - Pineapple, 10.5 ounce",Pineapple,Healthy,149,39,0,2,3,29
4/22/2018,Snacks,"Kind - Dark Chocolate Chunk Bar, 1 bar",Granola Bar,Neutral,150,25,5,3,65,9
4/22/2018,Dessert,"Innofoods - Coconut Clusters, 45 g",Coconut Clusters,Neutral,240,17,20,5,90,11
4/22/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
4/23/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/23/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
4/23/2018,Breakfast,"Hannah - Taboule, 0.5 cup",Salad,Healthy,120,13,7,3,490,3
4/23/2018,Lunch,"Homemade - Baked Chicken Wings, 7 wing",Chicken Wings,Unhealthy,602,0,41,56,847,0
4/23/2018,Lunch,"Blue Cheese Dressing - Chunky, 2 Tbsp",Blue Cheese,Unhealthy,110,1,10,2,200,1
4/23/2018,Dinner,"Celentano - Ravioli, 10 ravioli",Ravioli,Unhealthy,575,90,15,23,625,5
4/23/2018,Dinner,"Homemade - Quick Tomato Sauce, 1.5 cup",Tomato Sauce,Neutral,180,18,7,6,131,12
4/23/2018,Dinner,"chickpeas - Chickpeas, 2 tablespoon",Chickpeas,Healthy,92,16,2,5,6,3
4/23/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
4/23/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/23/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/23/2018,Snacks,"Kind - Dark Chocolate Chunk Bar, 1 bar",Granola Bar,Neutral,150,25,5,3,65,9
4/23/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1.5 cup",Whole Milk,Neutral,220,17,12,12,146,19
4/23/2018,Dessert,"Innofoods - Coconut Clusters, 22.5 g",Coconut Clusters,Neutral,120,8,10,2,45,5
4/23/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/24/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/24/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
4/24/2018,Breakfast,"Hannah - Taboule, 0.5 cup",Salad,Healthy,120,13,7,3,490,3
4/24/2018,Lunch,"Celentano - Ravioli, 8 ravioli",Ravioli,Unhealthy,460,72,12,18,500,4
4/24/2018,Lunch,"chickpeas - Chickpeas, 2 tablespoon",Chickpeas,Healthy,92,16,2,5,6,3
4/24/2018,Lunch,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/24/2018,Dinner,"Homemade - Baked Chicken Wings, 2 wing",Chicken Wings,Unhealthy,172,0,12,16,242,0
4/24/2018,Dinner,"Chinese - Lo Mein, 1 cup",Lo Mein,Unhealthy,310,35,12,15,492,3
4/24/2018,Dessert,"Enlightened - Ice Cream Sandwich, 0.6 sandwich",Ice Cream,Unhealthy,66,14,1,4,63,3
4/24/2018,Dinner,"ARAMARK on Campus - Taco Chicken, 2 each",Tacos,Unhealthy,372,22,21,23,412,4
4/24/2018,Dessert,"Popsicle - Popsicle, 1 bar",Popsicle,Unhealthy,40,10,0,0,0,7
4/24/2018,Dinner,"Corn - Can, 0.25 cup",Corn,Healthy,30,6,1,1,0,4
4/24/2018,Dinner,"Generic - Injira, 0.5 piece",Injira,Neutral,83,16,1,3,14,0
4/24/2018,Snacks,"Wonderful - Pastachios, 0.25 cup",Nuts,Healthy,75,4,7,3,68,1
4/24/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/24/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/24/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/24/2018,Snacks,"Kind - Dark Chocolate Chunk Bar, 1 bar",Granola Bar,Neutral,150,25,5,3,65,9
4/25/2018,Breakfast,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/25/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/25/2018,Breakfast,"Tillamook - Sliced Swiss Cheese, 1 slice (28 g)",Swiss Cheese,Unhealthy,110,1,8,9,60,0
4/25/2018,Lunch,"Celentano - Ravioli, 4 ravioli",Ravioli,Unhealthy,230,36,6,9,250,2
